question,answer
Dok di paha sama pantat saya muncul garis putih-putih (selulit) awalnya gatal trs kulitnya merah lama kelamaan jadi selulit gini dok. Kira-kira penyebab selulit apa ya dok. Dulu kan pas kurus saya gak punya dok semenjak saya punya anak kok muncul bgini dokter. Sya mau nanya solusi menghilangkannya seperti apa ya?,"Alo, terima kasih atas pertanyaannya untuk Alodokter.Selulit merupakan kondisi kulit yang bergelombang dengan tampakan guratan dan lesung kecil seperti kulit jeruk akibat timbunan lemak di bawah kulit, sedangkan stretch mark merupakan guratan yang muncul pada kulit tubuh yang mengandung banyak lemak termasuk pada bokong dimana akan diawali dengan guratan yang berwarna merah, kemudian menjadi merah muda, ungu, dan lama kelamaan akan berubah menjadi warna putih atau kelabu."
"Selamat siang dok.. saya mau bertanya mengenai keputihan yg saya alami. Saya berusia 21 tahun dan belum pernah berhubungan intim. saya mengalami keputihan sejak mulai menstruasi, sekitar kelas 3 smp. Semenjak itu saya keputihan setiap hari. Tekstur keputihannya berwarna putih susu/ putih kekuningan dan terkadang bening, tidak berbau ataupun gatal. Apakah itu termasuk keputihan yg normal atau berbahaya dok? terima kasih ","Keluar keputihan cukup banyak, berwarna kadang keputihan, kadang kekuningan, kadang juga bening, bisa wajar disebabkan oleh pengaruh hormonal. Namun, kondisi ini mungkin juga diperparah oleh stres, kelelahan fisik, diet tidak seimbang, hingga adanya iritasi, infeksi, atau keganasan di sekitar organ reproduksi.Meski tidak selalu berbahaya, kondisi Anda sepatutnya tidak dibiarkan begitu saja."
"Bapak saya habis kecelakaan dok, dia luka"" di tangan dan kaki. Abis dari RS itu kan lukanya diperban, nah pas di rumah mau kami bersihin dan kami ganti itu perban lukanya, bapak saya jejeritan karna sakit dok sebab si perban ini lengket.. gimana caranya biar perban tidak lengket di kulit dok? suapaya mempermudah kami untuk menjaga lukanya biar gak infeksi pun dok","Perawatan luka yang baik sangat vital peranannya dalam menunjang kesembuhan luka. Perawatan luka ini tidak hanya dilakukan di rumah sakit, namun juga di rumah setelah pasien dipulangkan.Merawat luka agar tetap bersih berguna dalam mencegahnya mengalami infeksi sekunder, sehingga bisa sembuh lebih cepat, tidak bernanah, nyeri, bengkak, dan terus berair.Luka yang belum sembuh betul memang kerap membuat perban menjadi lengket dan terasa nyeri bahkan bisa memicu luka saat diangkat paksa."
"Anak saya terjatuh saat latihan sepeda nih dokter, sedangkan di rumah tidak ada alkohol untuk membersihkan luka. Luka goresnya lumayan dalem dok sampe kulit putihnya terlihat. Apa ada pengganti alkohol untuk luka anak saya dok? trs perawatannya seperti apa?",luka gores merupakan jenis luka terbuka yang umum dan sering dialami baik anak-anak maupun orang dewasa. luka gores atau laserasi ialah luka yang terjadi saat kulit atau jaringan di bawahnya robek atau terbuka. luka gores dapat dilakukan penanganan dirumah ada beberapa tips yang bisa dilakukan seperti :bersihkan luka dengan air mengalir pastikan tidak ada benda asing yang masih tertinggalbila terjadinya pendarahan tekan dengan kain bersih selama 10 menit secara lembutuntuk membersihkan luka bisa dengan menggunakan cairan larutan nacl yang dapat bunda beli di apotik.
"Selamat pagi dok, saya mau tanya sudah seminggu ini setiap kali mau sendawa tidak bisa keluar seperti tertahan di tenggorokan dan balik lagi ke dalam perut. Rasanya jadi tidak lega dok... Penyebabnya apa ya dok? apakah berbahaya dan bagaimana cara mengatasinya ya?? terima kasih","Sensasi seperti sulit bersendawa, bagai ada yang tertahan di tenggorokan dan balik kembali ke perut, sebagaimana yang Anda alami paling sering disebabkan oleh gastroesophageal reflux disease (GERD). Penyakit ini terjadi ketika sebagian asam dari lambung mengalir balik ke esofagus dan memicu iritasi. Iritasi inilah yang menyebabkan sensasi tidak nyaman di tenggorokan seperti yang Anda rasakan."
"Siang dok, saya punya kakek usianya 71 th. Beberapa hari ini mengeluh tiap buang air kecil kesakitan, dan tidak tuntas, keluarnya hanya tetesan aja. perut nyeri sampe kram. pinggang juga sakit dokter. trs mengeluh juga tulangnya rasanya sakit semua. nyeri di daerah panggul jg dok. Apakah yang dialami kakek saya ini merupakan gejala prostat?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Gangguan prostat seperti pembesaran prostat memang seringkali terjadi pada pria lanjut usia dimana ditandai dengan gangguan berkemih seperti urin yang sulit keluar di awal BAK, perlu mengejan saat BAK, aliran urin lemah atau tersendat, urin menetes di akhir BAK, BAK tidak tuntas, BAK di malam hari lebih sering, atau menjadi beser.Kondisi yang kakek anda alami saat ini hanya dapat dipastikan melalui pemeriksaan oleh dokter secara langsung dan pemeriksaan penunjang seperti USG prostat untuk menegakkan diagnosis yang tepat."
"Selamat sore.. Telinga kanan saya rasanya berdenyut setiap malam hampir seminggu belum sembuh juga, tidak terasa sakit.. rasanya tidak nyaman. saya udah ke tht katanya infeksi, diberikan antibiotik untuk 3 hari.. sudah berjalan 2 hari ini dan besok obat sudah habis, tapi rasa berdenyutnya belum hilang juga.. Yg ingin saya tanyakan, saya sakit apa sebenarnya? Bagaimana cara mengobatinya? apa penyebabnya? setelah obat habis, apakah saya harus ke tht lagi? mohon penjelasannya. terima kasih","Alo, selamat siangkeluhan nyeri pada telinga kondisi ini dapat disebabkan oleh banyak hal penyebab seperti :infeksi telingapenyakit menierebarotrauma telingajika anda sudah ke dokter THT dan diagnosa akibat infeksi umumnya keluhan tidak akan langsung membaik, membutuhkan waktu mengingat cuma 3 hari tidak mungkin langsung sembuh, maka dengan begitu anda harus ke dokter THT kembali untuk mendapatkan pemeriksaan selanjutnya dan obat lanjutan sesuai dengan indikasi yang di dapat oleh dokter. umumnya keluhan telinga berdenyut akan membaik jika penyebabnya sudah diatasi."
"Saya sering banget merasa ngantuk, entah pagi hari, siang hari ataupun sore hari .. adakah obat yg bisa menghilangkan rasa kantuk syaa ini dok?","Alo, saya dr. Tirtawati Wijaya. Terima kasih sudah bertanya ke Alodokter.Sering merasa ngantuk dapat disebabkan berbagai hal berbeda, antara lain:Kurang tidur di malam hari, bergadang, kecanduan game online, dllGangguan tidur (parasomnia) seperti obstructive sleep apnea, tidur sambil berjalan, sleep paralysis / ketindihan, narkolepsi, dllGangguan kesehatan mental seperti depresi, stress emosional, kecemasan, bosan, dll.Efek suplemen / herbal / substansi / obat tertentu, misalnya obat anti alergi, obat batuk, penenang, dll."
"Sore dok. Saya mau tanya. Kalo badan terasa panas, tapi kaki dingin itu gejala penyakit apa ya dok? soalnya saya udah 2 kali berobat dan dokternya cuma bilang demam biasa. Tapi udah seminggu lebih tidak ada perubahan. mohon solusi dok","Terima kasih atas pertanyaannya.Demam merupakan suatu kondisi dimana terjadi peningkatan suhu tubuh lebih dari normal yaitu di atas 37.5 derajat celcius yang biasanya dapat terjadi karena tubuh merespon benda asing yang masuk misalnya akibat infeksi, dehidrasi, peradangan dan sebagainya. Untuk memastikan suatu demam, perlu dilakukan pengukuran suhu tubuh yang dapat dilakukan dengan termometer baik pada ketiak, mulut, ataupun pada rektum/anus. Saat demam, memang biasanya selain pada tubuh terasa panas juga dapat dirasakan bagian lain juga terasa panas saat dipegang."
"Dokter saya perutnya bermasalah deh dok, perut saya ini mules kaya di puter-puter di bagian bawah kanan, mual pengen muntah tapi gak keluar-keluar. udah 2 hari begini nih dok. apakah ini tandanya saya sakit usus buntu?","perut mules disertai dengan mual dapat disebabkan oleh beberapa hal penyebab seperti:gangguan pada lambungsindrom iritasi usus besarkonstipasikeracunan makanankecemasanuntuk memastikan penyebab diperlukan pemeriksaan lebih lanjut secara langsung ke dokter dengan melakukan proses tanya jawab , pemeriksaan fisik hingga pemeriksaan tambahan seperti cek darah, foto rontgen dan USG bila perlu dengan begitu dapat ditangani sesuai penyebabnya."
"Alodokter, jadi gini dok saya pecinta anabul (kucing) saya udah piara kucing ini selama 9 bulan. sekarang kucing saya sedang sakit flu. Saya berdua doang nih dok di rumah sama kucing, apakah flu kucing saya ini bisa menular ke manusia dok?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Kucing memang bisa saja terinfeksi oleh virus dan mengalami pilek dengan gejala seperti bersin, hidung dan mata berair, batuk, lemas, lesu, nafsu makan menurun, dan demam.Meskipun gejala pilek pada kucing mirip dengan flu pada manusia, namun penyakit pilek pada kucing tentunya tidaklah dapat menular kepada manusia karena perbedaan sel dan jaringan tubuh yang berbeda di antara kucing dan manusia, sehingga virus flu pada kucing hanya dapat menginfeksi sel dan jaringan pada tubuh kucing, tidak pada manusia."
"DOkter misi mo nanya, saya punya balita umur 3 tahun, beberapa waktu lalu dia dinyatakan kena asma dok setelah saya periksakan.. untuk jaga"" di rumah, alat bantu nafas untuk penderita asma yg bisa kita siapkan apa ya dok? takut"" suatu hari anak saya kambuh dok.. apakah harus langsung ke rs aja?","asma ialah suatu kondisi penyakit kronis yang menyebabkan saluran pernapasan mengalami penyempitan yang menimbulkan keluhan sesak napas, kondisi ini bisa dialami oleh anak-anak yang dimana asma pada anak memiliki gejala yang beragam dan tingkat keparahan yang berbeda-beda. ada anak mengalami gejala asma ringan tetapi adapula yang mengalami gejala berat. penanganan asma pada anak umumnya disesuaikan dengan tingkat keparahan asma yang dialami anak dan seberapa sering gejala asma kambuh."
"Dok mama saya kan emang penderita asam lambung, saat ini lagi kambuh dok. Nah mama saya nih ngeluh juga dia dadanya terasa nyeri dokter. Kira"" obat apa ya yg bisa saya beli di apotik buat ibu saya?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Penyakit asam lambung yang sering terjadi kekambuhannya dan tidak diobati dengan tepat, maka dapat berkembang menjadi GERD atau naiknya asam lambung ke kerongkongan, dan dapat terasa seperti gejala serangan jantung, yaitu nyeri dan panas pada dada.Kondisi ini dapat dipicu dari konsumsi makanan pemicu sakit maag dan sering berbaring atau berolahraga sesaat setelah makan."
"Halo dok, saya perempuan 17 tahun. Saya mau tanya. Leher saya warnya gelap dok, saya ingin mencerahkannya. Boleh nggak dok kalau saya menggunakan krim pemutih untuk leher? apakah akan ada efek sampingnya dok? terus berapa lama saya harus menggunakan krim pencerah agar leher saya tidak hitam lagi dok?",leher yang hitam merupakan salah satu kondisi masalah kulit yang dapat menurunkan rasa percaya diri.
"Siang dok, siklus haid saya tidak teratur dok.. haid saya selalu maju 3-5 hari setiap bulan, bahkan pernah sebulan 2 kali haid.. Apa itu normal dok? penyebab haid saya datang lebih cepat apa ya dok?",Terima kasih atas pertanyaannya.Menstruasi merupakan keluarnya darah dari vagina yang terjadi pada wanita usia subur. Menstruasi sendiri terjadi dalam satu siklus menstruasi dimana siklus menstruasi terjadi dalam 21-35 hari. Selain itu lamanya menstruasi dapat berlangsung antara 2-7 hari. Maka dari itu bila menstruasi datang lebih cepat atau lebih lama dari siklus menstruasi maka hal ini dapat menjadi tanda dari siklus menstruasi tidak teratur.
"Saya mau tanya dok, setelah lulus kuliah saya melamar sebagai guru di smp. Tetapi hanya 1 minggu karna murid nya nakal saya resign. Setelah itu saya istirahat sementara dirumah, kepikiran juga ga enak sama org tua nganggur terus. Saya sering banget merasa gelisah tanpa sebab apapun dok, saya merasa takut untuk memulai mencari pekerjaan lagi. kalo dari sisi psikologi, sebabnya apa ya dok gelisah yg saya alami ini dok?","Sering dihantui perasaan gelisah dan takut bisa merupakan hal yang wajar. Namun, jika perasaan ini muncul sangat sering, dengan intensitas yang hebat, tanpa pencetus yang jelas, bisa jadi pemicunya memang suatu gangguan kejiwaan, misalnya gangguan kecemasan umum, fobia spesifik, fobia sosial, gangguan kepribadian, skizofrenia, dan sebagainya."
"Selamat siang dok, saya mau tanya. Riwayat penyakit apa saja yang tidak boleh ikut booster covid? Saya memiliki riwayat penyakit paru-paru yang pernah berobat selama 6 bulan dan sudah vaksin covid, apakah boleh booster dok? itu saja pertanyaan saya. terima kasih atas jawabannya ","vaksin covid merupakan vaksin untuk memberikan perlindungan dan pencegahan akan infeksi virus corona dan jika pun terkena di harapakan tidak menimbulkan gejala berat, selain itu tujuan dilakukan vaksin untuk menekan angka kesakitan dan kematian akibat infeksi virus corona. untuk pemberian vaksin ini diberikan sebanyak 2 kali atau 2 dosis dengan jarak tertentu sesuai jenis merek vaksin yang diberikan lalu di lanjutkan dengan vaksin booster untuk meningkatkan perlindungan akan infeksi virus corona."
"Assalamualaikum, dokter saya mau bertanya. saya bumil dengan umur kehamilan 24 minggu. kemaren kan saya disuruh tes urine sama dokter dan hasilnya protein urine positif 3. dokternya bilang katanya saya terkena preeklamsia berat atau peb. dok saya takut nanti saya bisa melahirkan normal ga ya? dan cara mengatasinya bagaimana dok? bahayakah hal ini untuk kandungan saya?","Waalaikumsalam, selamat malampreeklamisa ialah peningkatan tekanan darah dan kelebihan protein di dalam urin yang terjadi setelah usia kehamilan lebih dari 20 minggu. penyebab preekalmsia masih belum diketahui namun kondisi ini diduga akibat kelainan perkembangan dan fungsi palsenta yang dimana kelainan ini menyebabkan pembuluh darah menyempit dan muncul reaksi yang berbeda dari tubuh ibu hamil terhadap hormon yang dapat berakibat gangguan pada ibu dan janin."
"Permisi alodokter, dok mau tanya dong. Saya wanita usia 22 th. saya baru menikah 2 bulan lalu. saya dari kemaren perutnya kedutan. dan pas di testpack 2 kali hasilnya tetep negatif nih dokter. Saya awalnya mikir saya hamil dok. apa itu testpacknya yg salah dok?","Alo,Apabila Anda testpack hasilnya negatif, coba lakukan testpack ulang minimal 1 minggu setelah testpack pertama. Jika tetap negatif, kemungkinan Anda memang tidak sedang hamil."
"Setelah melahirkan kaki istri saya bengkak dok, apakah ada obat antibiotuk yang bisa mengatasi kaki bengkak pada istri saya dan istri saya ini seorang busui dok. makasih","Alo, saya dr. Tirtawati Wijaya. Terima kasih sudah bertanya ke Alodokter.Kaki yang bengkak setelah melahirkan merupakan keluhan yang banyak dialami oleh ibu yang baru saja melahirkan. Ini merupakan hal yang normal dan umumnya akan berangsur membaik setelah melahirkan. Ada berbagai hal yang dapat menyebabkan kondisi ini, antara lain:Rentensi cairan selama masa kehamilan karena pengaruh hormone estrogen dan progesterone. Cairan yang tertahan dalam tubuh ini umumnya mengumpul di tubuh bagian bawah (dalam hal ini kaki) karena pengaruh gravitasi. Tapi bisa juga terjadi di tangan dan wajah."
"Jadi gini yah dok, di kaki saya dulu sering banget mengalami gatal hingga jadi koreng.. si koreng"" itu sekarang malah ngebekas dok.. cara yg aman buat hilangin bekas koreng di kaki saya tuh gimana yah dok? makasi seblumnya","Alo, selamat malamkoreng terjadi akibat proses penyembuhan luka yang dimana koreng merupakan jaringan pelindung yang biasanya terbentuk saat luka sudah mulai mengering dan akan sembuh. koreng yang muncul di kulit akan meninggalkan bekas hitam yang dapat menyebabkan kurangnya percaya diri karena menganggu penampilan. untuk mencegah koreng terjadi sebaiknya cegah gatal atau atasi penyebab gatalnya dan hindari menggaruk, garukan di kulit menyebabkan kulit mengalami iritasi, dan luka sehingga menimbulkan koreng, koreng yang terlepas akan menimbulkan bekas kehitaman."
"Ãƒâ€šÃ‚Â Siang dok.. bayi saya usia nya sudah 2 bulan. Pada wajah bayi saya ada bercak"" yg kalo saya searching itu mirip sama biang keringat.. bayi saya tampak tidak nyaman dok.. Gimana ya cara yg aman buat mengatasi biang keringat yg ada di wajah bayi saya dok?","Alo, selamat siang bundabiang keringat atau dalam dunia medis disebut dengan miliaria yaitu suatu kondisi dimana adanya penyumbatan pada pori kulit sehingga keringat tidak dapat keluar. hal ini rentan terjadi pada bayi karena kelenjar keringat yang belum terbentuk sempurna serta pori-pori kulitnya yang kecil. umumnya biang keringat bukan hal yang serius karena akan membaik dengan sendirinya dengan melakukan perawatan di rumah secara mandiri bunda."
"Dok, saya seorang ibu menyusui bayi 3 bulan.. Payudara saya terasa bengkak dan nyeri dok.. Dan kepala saya sering terasa sakit dok. Sakitnya berlebihan. Kadang dibawa untuk berjalan serasa mau tumbang. Obat apa yg bisa saya konsumsi ya dok?",kondisi payudara yang bengkak dan nyeri pada ibu menyusui hal ini kemungkinan suatu kondisimastitismerupakanradang payudara yang disebabkan oleh tersumbatnya kelenjar dan saluran ASI. Peradangan yang terjadi bisa diikuti infeksi yang menyebabkan berbagai keluhan yang mengganggu kenyamanan Busui. mastitis biasanya terjadi hanya satu sisi payudara.ada beberapa penyebab mastitis :infeksi bakteri : bakteri menginfeksi jaringan payudara melalui luka diputing maupun saluran air ASI.
"Assalamualaikum.. Dokter umur anak saya masih 15 tahun, semenjak saya masukin pesantren anak saya mengalami scabies., sudah saya periksakan ke dokter dan diberikan obat scabimite. dan dokternya bilang mandinya harus pake sabun khusus. Apakah sabun gatal yg dimaksud itu sabun yg mengandung sulfur dokter? Apakah sabun tsb bisa mengatasi gatalnya?","Waalaikumsalam. Alo, terima kasih atas pertanyaannya untuk Alodokter.Kudis atau skabies merupakan penyakit infeksi parasit pada kulit yang dapat lebih mudah menular pada tempat tinggal yang padat penduduk, dan dapat menular melalui kontak langsung atau penggunaan barang bersamaan.Untuk mengatasinya, maka anak anda perlu menggunakan salah satu dari beberapa pilihan obat skabies dengan tepat yaitu dengan menggunakannya pada seluruh tubuh pada malam hari dan diamkan selama minimal 8 jam, dan bilas pada pagi harinya, dimana dapat diulangi pemakaiannya seminggu sekali hingga sembuh."
"Dokter, saya mau nanya apa efek sampingnya jika habis makan durian trs minum kopi ya dokter? mohon penjelasanya dokter. terima kasih","Alo, terima kasih atas pertanyaannya untuk Alodokter.Kopi dan durian merupakan makanan yang mengandung asam dan gas yang tinggi, dimana konsumsi keduanya pada orang sehat tidaklah berbahaya, namun dapat memicu naiknya asam lambung pada seseorang dengan riwayat sakit maag sebelumnya.Oleh karena itu, anda dapat meminimalisir gejala seperti jantung berdebar atau naiknya asam lambung atau gejala perut kembung, dengan memberikan jeda waktu konsumsi kopi dan durian, atau dengan memilih jenis kopi dengan kandungan asam yang tidak terlalu tinggi atau jenis kopi decaffeinated."
"Selamat siang tim alodokter, saya punya masalah di kulit saya, tepatnya di sekitar tangan dan kaki saya, berupa bintik-bintik merah tapi sama sekali ga gatal. Bintik merahnya juga udah lama ga hilang2. Sudah hampir sebulan hal ini saya alami dok.. Mohon dibantu yah dok kira2 saya alergi atau apa dan untuk mengobatinya sprti apa. Thanks dok. Salam","Alo, terima kasih atas pertanyaannya untuk Alodokter.Keluhan bintik merah atau yang disebut dengan ruam kulit berwarna kemerahan, dapat menandakan adanya alergi atau infeksi yang dapat menyebabkan peradangan, dan seringkali menimbulkan rasa gatal atau nyeri."
"Saya punya benjolan keras seperti tulang di belakang telinga saya sebelah kiri dok, benjolannya udah beberapa bulan gak ilang juga dok. Tetapi tidak ada rasa sakit sama sekali. Kenapa ini dok?","Alo, saya dr. Tirtawati Wijaya. Terima kasih sudah bertanya ke Alodokter.Ada beberapa kemungkinan hal yang menimbulkan benjolan di belakang telinga, antara lain:Pembengkakan kelenjar getah bening karena adanya infeksi di area yang dialiri oleh getah bening dari kelenjar tersebut (misalnya infeksi Mycobacterium).Lipoma, kistaOtitis, mastoiditis, atau peradangan lainnya.Veriasi normal dari pertumbuhan tulangUntuk mengetahui pasti apa yang tengah Anda alami, sebaiknya periksakanlah diri Anda ke dokter."
"Selamat siang, Suami saya, pria berusia 26 tahun. Saya lihat di kepalanya sudah ada tanda2 kebotakan di kepala atasnya. Untuk mencegah kebotakan yang lebih lanjut sebaiknya suami saya minum apa ya dok? Apakah di apotik ada suplemen untuk menumbuhkan rambut dok?","Alo, saya dr. Tirtawati Wijaya. Terima kasih sudah bertanya ke Alodokter.Kebotakan, atau yang disebut alopecia, ada berbagai macam, dengan penyebab dan penanganan yang berbeda. Contoh beberapa jenis kebotakan yang sering terjadi pada pria antara lain:Androgenic alopecia, yaitu kebotakan yang sifatnya genetic. Meskipun disebut androgenic, kebotakan ini dapat terjadi baik pada lelaki maupun perempuan."
"Permisi dokter, dok saya ingin bertanya, temen kuliah saya, usia 18 tahun ada yang gagap. Apa gagap itu salah satu penyakit genetik atau hanya masalah psikologis? Katanya dia merasa minder dan gugup makanya bicaranya gagap begitu. tapi kok minder terus-terusan dok. Apakah bisa sembuh dokter?","Alo, selamat sianggagap merupakan suatu kondisi yang menganggu kemampuan seseorang dalam berbicara. yang dimana kondisi ini ditandi dengan pengulangan suku kata, kalimat, suara atau pemanjangan penyebutan suatu kata. kondisi ini bisa dialami siapa pun namun kondisi ini lebih sering diderita anak-anak usia dibawah 6 tahun. penyebab utama kondisi gagap belum diketahui secara pasti namun kondisi ini diduga akibat faktor genetik, pertumbuhan dan perkembangan anak yang belum sempurna kemampuan berbahasa atau berbicara, tekanan emosional."
"Ãƒâ€šÃ‚Â Selamat sore dokter, dokter tangan saya di sela-sela jari sering sekali gatal dan muncul bintik air. kalau gatalnya di garuk bintik air itu nyembar dan kumannya ke kulit sekitar jd makin luas. Minta saran dong dokter, gimana cara meghilangkan kuman air pada tangan saya ini. Terima kasih dokter","sela-sela jari yang gatal dan muncul bintik berair kondisi ini dapat disebabkan oleh beberapa hal penyebab seperti :dermatitis kontak yaitu suatu peradangan pada kulit akibat kontak dengan zat iritan atau alerganinfeksi jamur akibat kondisi tangan yang lembab dan sering basahinfeksi virus atau bakterigigitan tungau atau scabiesdiatas adalah beberapa kemungkinan penyebabnya, yang perlu anda atasi ialah penyebabnya. menggaruk adalah tindakan yang salah karena rentan menimbulkan infeksi sekunder dan ruam menjadi lebih luas."
"Dok saya mengalami cantengan di jari tangan saya sebelah kanan dok.. sampai keluar daging bengkak, bagaimana cara menyembuhkan cantengan ini sebelum melakukan tindakan lanjut ke dokter? salep apa yg bisa saya gunakan sebagai pertolongan dok","Alo, selamat malamcantengan ialah suatu kondisi tumnuhnya salah satu sisi kuku atau ujung kuku ke dalam daging di area kuku yang dimana ditandai dengan kondisi nyeri, bengkak dan kemerahan pada jari yang paling sering pada area ibu jari."
"Dok, sudah sebulan saya memiliki masalah dengan tulang belakang.. Rasa sakitnya semakin menjadi apabila saya duduk terlalu lama. Sudah sebulan ini tapi sakitnya belum hilang juga. Apakah ada makanan yang harus saya pantang dok agar sakitnya cepat hilang?","Nyeri di tulang belakang terutama sehabis duduk lama mungkin menandakan syaraf atau tulang belakangnya bermasalah, misalnya akibat herniasi nukleus pulposus, spondilolistesis, spondilosis, skoliosis, lordosis, kifosis, tumor atau infeksi yang mendesak syaraf tulang belakang, dan sebagainya.Bukan itu saja, nyeri sebagaimana yang Anda rasakan bisa pula muncul karena masalah di jaringan tubuh lain, misalnya fibromyalgia, batu atau radang empedu, batu atau infeksi ginjal, gangguan psikosomatis, infeksi virus atau bakteri lain, dan sebagainya."
"Saya kan sering sekali pake headset dok, kuping saya kok akhir-akhir ini jadi berdengung ya dok. Padahal saya batasin ini makenya tu sehari cuma 4 jam saja. Apakah masalah kuping berdengung ini bisa hilang sendiri dok nantinya? terus masalah yang saya alami ini nama penyakitnya apa yd dokter?","Selamat sore, terima kasih telah bertanya di Alodokter. Kuping berdengung, dalam istilah medis disebut dengan tinnitus."
"Selamat siang dok,Saya ingin bertanya, saya belakangan ini punya keluhan sakit kepala dok, sakit kepala yg saya rasakan itu di sebelah kiri.. sakitnya hilang timbul dokter. Saya udah minum obat paracetamol tapi sakitnya masih suka muncul.. gimana ya dok cara meredakan sakit kepala sebelah kiri tanpa perlu terllau sering minum obat?","Alo, selamat siangsakit kepala sebelah dapat disebabkan oleh beberapa hal penyebab seperti :gaya hidup kurang sehat seperti kurang tidur, menunda makan, dan stresmigrainsakit kepala clusterinfeksiuntuk memastikan penyebab yang anda alami sebaiknya melakukan konsultasi ke dokter secara langsung agar dapat ditangani dengan tepat sesuai penyebab yang mendasari."
"Permisi dok, mau nanya,, dokter saya saat ini hamil 8 bulan, keluhan yang saya rasakan saat ini semenjak hamil tua tulang jari-jari tangan saya sering kram dan kekuatan menggenggam jadi melemah, Kira-kira apa yang menyababkan seperti itu dok,? dan apakah aman untuk janin saya dokter?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Pada saat hamil, maka akan terjadi perubahan hormon, kenaikan berat badan, dan penumpukan cairan tubuh pada bagian tubuh tertentu, sehingga dapat membuat tangan dan kaki menjadi kram dan bengkak.Kondisi tersebut masih normal dialami oleh sebagian ibu hamil, oleh karena itu anda tidak perlu khawatir."
"Tetangga saya penderita stroke dan sudah pulang dr RS namun sampai rumah dia masih penggunakan alat bantu NGT dok, saya mau nanya cara memasang ngt yang benar di rumah itu prosedurnya seperti apa dokter?","Selang nasogastrik (NGT, sonde) adalah selang elastis yang dipasang melalui hidung menuju lambung. Selang ini kerap dipasangkan untuk memudahkan pemberian makanan dan obat pada pasien atau untuk mengosongkan lambung. Umumnya, NGT dipasangkan pada pasien yang mengalami penurunan kesadaran, penyempitan atau penyumbatan saluran pencernaan, menggunakan alat bantu napas (ventilator), bayi prematur atau dengan cacat bawaan, dan pasien yang memiliki kendala dalam mengunyah atau menelan.Meski terkesan mudah, pemasangan NGT tidak tepat dilakukan secara mandiri tanpa pengawasan tenaga medis."
"Dok, sudah sebulang pinggang belakang saya sering sakit, sakitnya tuh kambuh-kambuhan gitu. Apakah sakit pinggang ini bisa diatasi dengan pijat refleksi dok?","Alo, selamat siangsakit pada pinggang kondisi ini dapat disebabkan oleh beragam penyebabnya yang paling sering dikarenakan adanya cedera otot didaerah pinggang akibat melakukan gerakan pinggang yang berulang, mengangkat beban yang berat, duduk terlalu lama, akibat posisi tubuh yang tidak tepat, dan berat badan yang berlebih. selain diakibatkan hal tersebut sakit pinggang dapat terjadi karena peradangan pada sendi di tulang belakang, saraf kejepit, cedera tulang belakang akibat benturan atau kecelakaan, kelianan tulang belakang."
"Dokter saya ingin bertanya. Ibu saya setiap malam selalu mengeluh telapak kakinya sakit, sehingga dia tidak bisa tidur. Anehnya rasa sakitnya hilang saat pagi sampai sore hari. tapi sepertinya bukan asam urat dok, karena yg dirasa hanya telapak kakinya saja. Kira2 penyakit apa ya dok? sudah coba rendam pakai air garam hangat, tapi masih sakit. oiya ibu saya punya penyakit diabetes dok. terima kasih","Alo, terima kasih atas pertanyaannya untuk Alodokter.Pada keluhan nyeri telapak kaki yang ibu anda alami, sebenarnya bisa disebabkan oleh penyebab yang berhubungan dengan penyakit diabetes ataupun tidak berhubungan dengan penyakit diabetes.Kemungkinan penyebab yang tidak berhubungan dengan penyakit diabetes yang ibu anda miliki bisa saja karena kapalan, metatarsalgia, bunion, keseleo dan tegang otot, penyakit asam urat, atau rematik."
Selamat siang dok.. Saya ingin melakukan tindik penis. Ada beberapa hal yg ingin saya tanyakan dok. 1. Apakah semue penis dapat ditindik? 2. berapa lama penis akan pulih dalam waktu berapa bulan? 3. Bagaimana cara perawatan luka setelah tindik penis. mohon penjelasannya dok.. terima kasih,"Alo, terima kasih atas pertanyaannya untuk Alodokter.Melakukan tindik pada bagian tubuh tertentu, terutama jika tidak dilakukan oleh tenaga medis tentunya memiliki beberapa risiko dari penggunaan peralatan yang tidak steril dan digunakan bersamaan dengan orang lain, seperti dapat tertularnya penyakit tetanus, HIV, hepatitis B, dan hepatitis C.Untuk itu, sebelum mendapatkan tindikan, maka anda perlu melakukan vaksin tetanus dan hepatitis B, pilih tempat tindik yang menggunakan alat yang disterilisasi dengan autoclave atau dengan alat sekali pakai."
"Sudah lama adik saya yang usianya 12 tahun kena penyakit eksim dok, Dulu sempet di bawa ke dokter namun beberapa bulan ini kambuh kembali. tangannya memerah dan di garuk2in terus. Padahal dulu udah ilang kenapa ya dok kok bisa kambuh kembali eksimnya?",eksim ialah gangguan kulit yang menyebabkan keluhan gatal dan ruam merah yang dimana akan mudah untuk kambuh. masalah kondisi ini umumnya sering dialami oleh anak-anak. untuk mencegah kekambuhan sebaiknya hindari faktor pemicunya serta melakukan perawatan pada kulit seperti menggunakan sabun yang berbahan lembut dan mengandung pelembab serta menggunakan pelembab setelah mandi. namun jika keluhan sudah kambuh maka harus diobat dengan menggunakan obat anti gatal dan radang sesuai resep dokter.
