index,question,model1,model2
30203,"Karın ağrılarım var. Alt karın bölgemde hafif bir şişlik hissi var. Bu durum şimdiye kadar 3 haftadır devam ediyor. Doktorum amoksisilin yazdı. Sorunumu hafife almış olabileceğinden endişeliyim çünkü hiç tarama yapmadı veya etkilenen bölgeyi bile hissetmedi. Amoksisilin sorunu çözebilir mi ve belki yakında bir karın taraması ayarlamalı mıyım? Abartıyor olabilirim ama böbrek, pankreas veya karaciğer sorunu olabilir diye düşünüyorum. Amoksisilin diğer organlardan herhangi birinde sorun varsa durumu kötüleştirebilir mi?","Merhaba! Karnınızda ağrı hissediyorsunuz ve bu nedenle doktorunuz size antibiyotik olan amoksicilin reçete etti. Ancak doktorunuzun muayene etmediği için sizin gibi bir hastaya teşhis koymak zordur. Eğer ben sizin tedavi eden doktorunuz olsaydım, önce sizi iyice muanin ederdim. Sonra idrar tahlili yapardım. Daha sonra ultrasonografi yaptırırdım. Son olarak da kan testleri yapardım (CBC, LFT). Tüm bunlar olmadan ilaç almanızı öneremem.","Merhaba! Sana sorunun ne olduğunu söylemek için çok az bilgi verdiğinizi biliyorum. Karın bölgesinin altındaki bu ""hassas"" alan nedir? Yani, nerede hissediyorsunuz? Neden hassastır? Ağrılı mı? Veya sadece hassasiyeti var mı? Lütfen daha fazla detaya girin. Aksi takdirde, doktorlar tarafından yapılan muayene sırasında bulamayan şeyleri nasıl anlayabiliriz ki ona uygun şekilde tedavi edelim?"
9642,"Merhaba, 25 yaşında bayanım. 3 ay önce hormon tahlili yaptırdım. T3, T4 ve TSH normal çıktı ancak anti TPO 1090 çıktı ve Hashimoto teşhisi konuldu. 3 ay sonra kan tahlillerini tekrarladım, hormon değerlerinde hala bir sıkıntı yok. Dün boyun için baktırdığım USG'de tiroidde 'sağ ve sol lob boyutları normal sınırlardadır, genel eko kaybı ve hipoekoik mikronodüller izlenmektedir' yazıyordu. Ve 'her iki submandibuler ve her iki yüzeyel parotis içinde, sonografik olarak benin karakterde birkaç LAP mevcuttur' yazmış. 3 ay önce yaptırdığım USG tamamen normal çıkmıştı ve nodül yoktu. Şu an bu bahsedilen hipoekoik mikronodüller tehlike arz ediyor mu? Okuduğum kadarıyla hipoekoik olması ve LAP bulunması malignite lehine gibi şeyler yazıyordu, o yüzden biraz tedirginim.","Hormonal testleriniz normal ise, klinik bulgularda da sorun yoksa, sadece ultrasonda görülen hiperplastik noduller de riskli değilse, yani biyopsi gerektirmiyorsa, takip edilebilir.",Hipoekojeniteler genellikle iyi huyludurlar. Ancak yine de takip edilmelidir.
6011,"İdrarımda kırmızı akıyor ve yanmalar oluyor, bunun sorunu ne olabilir?",Bulunduğunuz ilde bir uroloji uzmanı ile görüşün lütfen.,Kan tahlili yaptırın.
8471,"Merhaba, 13 aylık bir bebeğim var. 1 hafta önce yüksek ateş, ishal ve kusma şikayetleriyle doktora götürdük. Lökopenisi vardı, antibiyotik tedavisi aldı ve ateşi düştü, kusması geçti ama ishali hala devam ediyor. Yapılan tahlillerde WBC normal çıktı. İshali için Reflor 250 veriyorum ama hala geçmedi, günde 7-8 kez yapıyor. Suda içiriyorum ama halsizleşmeye başladı. Ne yapabilirim? Çocuk zayıflamaya başladı, çaresiz kaldım. Teşekkür ederim.",Çocuğunuzun muayene bulgularında önemli olan çocuğun muayenesi ile birlikte değerlendirilmesidir. Bu nedenle çocuğunuzu takip eden doktorunuza başvurmanızı öneririm.,Çocuk gastroenteroloji uzmanı olan bir çocuk cerrahı veya çocuk hastalıkları uzmanı ile görüşmeniz gerekiyor.
28543,"Merhaba, 26 yaşındayım ve 4 ay önce total kalça protezi ameliyatı oldum. Son zamanlarda genellikle gece meydana gelen kalça bölgesinde seğirmeler yaşıyorum. Daha önce hiç böyle seğirmelerim olmamıştı ve meydana geldiğinde neredeyse korkutucu oluyor. Bu, kalça protezi ile ilişkili olabilir mi?","Sevgili hasta, Kalçanın kaslarının zayıflığı nedeniyle bu tür belirtiler ortaya çıkabilir veya sinir sıkışması da neden olmuş olabilir. Lütfen ortopedi cerrahınıza danışın ve klinik muayene yaptırın; eğer gerekiyorsa MRI taraması yapılabilir. Eğer sadece nörolojikse o zaman fizyoterapiye ihtiyacınız olacak aksi takdirde cerrahi müdahale gerekebilir. Size iyi sağlıklar dilerim",Kemikte veya eklemde sorun varsa bu şekilde hareketler görülebilir ama daha çok sinir sıkışması gibi durumlarda olur.
6011,"İdrarımda kırmızı akıyor ve yanmalar oluyor, bunun sorunu ne olabilir?",Kan tahlili yaptırın.,İltihap veya taş gibi durumlar söz konusu ise muayene olmanız gerekir.
11072,"Merhaba Doktor, iyi günler, düşük tansiyon sorunu yaşıyorum ve zayıf hissediyorum, her defasında ani olarak kalkıp oturduğumda etrafımın tamamen karardığını hissediyorum. MX3 kapsül/supplement benim için güvenli mi? Tansiyon ölçümü yaptırdım, 100/70 çıktı. Acılarıma çok yardımcı olacak nazik cevabınızı umuyorum.",Kansizlik için nedeniniz bulunmalı ve bu nedenle de tedavi edilmeli. Bu şekilde sadece demir ilacı kullanmak yeterli değil.,"Sorunuzu inceledim ve endişenizi anlıyorum. Düşük kan basıncının birçok nedeni vardır; bunlar arasında yetersiz sıvı alımı, aşırı egzersiz veya fiziksel aktivite, bazı ilaçlar (örneğin beta blokerler), kronik hastalıklar (kronik kalp hastalıkları gibi) yer alıyor. Ancak sizin durumunuzda, bu belirtilerle karşı karşıya kaldığınızda ayağa kalktığınızda baş dönmesi hissi yaşadığınızı belirtmişsiniz. Bu nedenle, öncelikle ortostatik hipotansiyonu dışlamak önemlidir. Bunun için ayakta dururken kan basıncını kontrol etmeniz gerekiyor. Eğer kan basıncı düşerse, o zaman ortostatif hipotansyonunuz olabilir. Bununla birlikte, eğer kan basıncı normal ise, o halde başka nedenleri düşünmemiz gerekebilir."
8761,"Hayırlı günler doktor hanım, benim 14 aylık kızım var. Su çiçeği aşısını vurduracağım, 1 yaşından sonra vurduruluyor ama vurulma süresi var mı, 1 yaşından sonra istediğim zaman vurdurabilir miyim, süresi kısıtlı mı yani? Teşekkürler.","Merhaba, su çiçeğinde aşı için en uygun yaş 6 ay ile 2 yaş arasıdır ancak bu dönemde yapılmadıysa 4-6 yaşına kadar yapılabilir ve koruyuculuğu %95'tir. Geçmiş olsun.","Merhaba, aşı takviminde belirtilen aylarda yapılması gerekiyor."
9642,"Merhaba, 25 yaşında bayanım. 3 ay önce hormon tahlili yaptırdım. T3, T4 ve TSH normal çıktı ancak anti TPO 1090 çıktı ve Hashimoto teşhisi konuldu. 3 ay sonra kan tahlillerini tekrarladım, hormon değerlerinde hala bir sıkıntı yok. Dün boyun için baktırdığım USG'de tiroidde 'sağ ve sol lob boyutları normal sınırlardadır, genel eko kaybı ve hipoekoik mikronodüller izlenmektedir' yazıyordu. Ve 'her iki submandibuler ve her iki yüzeyel parotis içinde, sonografik olarak benin karakterde birkaç LAP mevcuttur' yazmış. 3 ay önce yaptırdığım USG tamamen normal çıkmıştı ve nodül yoktu. Şu an bu bahsedilen hipoekoik mikronodüller tehlike arz ediyor mu? Okuduğum kadarıyla hipoekoik olması ve LAP bulunması malignite lehine gibi şeyler yazıyordu, o yüzden biraz tedirginim.","Hormonal testleriniz normal ise, klinik bulgularda da sorun yoksa, sadece ultrasonda görülen hiperplastik noduller de riskli değilse, yani biyopsi gerektirmiyorsa, takip edilebilir.",TSH değeriniz kaç acaba?
19560,"Sorum yalancı trombosit ile ilgili. Bunun ne gibi zararları var, evlilikte doğacak çocuklarla ilgili nelere yol açar bilgi verir misiniz? Saygılar.",Yalancı tarafından üretilen trombositler normalde vücuttan atılırlar ve herhangi bir sorun yaratmazlar. Ancak bazı durumlarda bu trombiositlerin birikmesi sonucu pıhtı oluşumu meydana gelebilir. Bu durumda da kan damarı tıkanması olabilir.,Yanlış olarak da adlandırılan bu durum aslında normaldir ve hiçbir şekilde sorun yaratmaz.
26438,"Hocam merhaba. Ben ilişkiden sonra hiv profilaksisi için 66. saatte tivicay 50 mg ve sidatri 200/245 mg ilaçlarını günde birer tane ve 1 aya tamamlanacak şekilde kullanıyordu ama yanlış bildiğim için ben ilk 3 gün günde ikişer tane yutarak 25-28 gün kullanmıştım. İlişkiden sonraki 3. ayda hiv combo testim negatif gelmişti. Siz 6. ayda da test olun demiştiniz. Bende ilişkiden sonraki tahmini tarih arası günde hiv combo testi oldum yine, hiv1+2 antikor/p24 antijen sonucum=0,147 geldi. Sonra tahmini tarih günde hcv testi oldum, antihcv=0,037 geldi. Şimdi klinik.org.tr'de temas sonrası profilaksisi başlığı altında ""Kaynakta hcv-hiv koenfeksiyonu mevcutsa 12. ayda hiv testi tekrarlanmalı, geç serokonversiyon olabilir"" diyor. Şimdi benim 12. ayda yine test yaptırmama gerek yok, değil mi? Bende kesin hiv virüsü yok, değil mi hocam, artık rahatlayabilir miyim?",Bence bu kadar uzun süreli tedaviye gerek yoktu. Bu konuyu daha önce de yazmışım.,Bu konuda endişenizi giderecek kadar bilgi vermişsiniz.
6836,İki yıl önce evlendim. Şimdi bebek planlıyoruz. Günlük beş ila yedi sigara içiyorum. Bebek hazırlığı yapmadan önce sperm analizi yaptırdım ve sperm aglütinasyonumun pozitif (baştan başa) olduğunu öğrendim. Sperm sayım 42 milyon. Aktif spermlerden daha fazla yavaş ilerleyen sperme sahibim. Doktorum durumun tedavi edilemez olduğunu söyledi. Lütfen bu durumun tedavi edilebilir olup olmadığını bana söyleyin. Lütfen bana yardım edin.,"Sorunuza baktım, sorununuzu anladım. Bu, aglutinin ile ilgili değil; bunun için herhangi bir test yok. Aklınızdaki şeylerden kurtulmanızı rica ederim. Aglutinin, erkeklerin %10'unda görülen bir durumdur. Birçoğu normal olarak doğar. İkincisi, aktive edilmiş hücreler, hareketli olanlardır. Hareketi olmayanlar da vardır. Üçüncüsü, her zaman aktif olmayabilirler. Dördüncüsüyse, bazıları çok hızlı olabilirken diğerleri biraz daha geç olabilir. Beşinci olarak, aktiviteyi ölçmek için kullanılan laboratuvar yöntemleri değişir. Yedincisidir ki, en azından 20-30 milyondan fazladır. Sonuncusu ise, eğer sizde varlıksal bir problem yoksa, o zaman size bir sorun yaratmaz.","Sorunuz çok genel ve açıkçası pek anlamlı değil, ama yine de sorununuzun cevabını burada bulabilirsiniz:"
18970,"Kepçe kulaklarım için KBB ve plastik cerraha gittim. Kulaklarım geriye yatınca bu kez kulak memesinin öne çıkması gibi bir durum var. Bunu plastik cerraha söylediğimde kulak memesini de hallederiz dedi. KBB uzmanı ise ona öyle bir şey yapamayız, tutmaz dedi. Sizce bu durumda bu iki uzmandan hangisine bu operasyonu yaptırmalıyım? KBB uzmanına mı, plastik cerraha mı?",Plastik cerrahın yaptığı ameliyat daha başarılı olur ama her ikisi birlikte yaparsa da olabilir tabii ki.,Plastik cerrahinin daha uygun olduğunu düşünüyorum.
19568,"Sanırım aşırı bir aşağılık kompleksim var. Bu problemi yenmek istiyorum. Pratikte söylemek gerekirse, bu sorunun 1) Herhangi biri beni izlerken düzgün yazamıyorum. Yazım çok yavaş ve yazım iyi görünmüyor 2) Yeni biriyle konuşamıyorum 3) Sahne korkum çok fazla.","Sorunuza baktığımda, düşük özgüvenin olduğunu görüyorum. Düşük öz saygıya sahip olmak, kişinin yeteneklerini veya değerini küçümsemesi anlamına gelir; bu da çoğu zaman kendini değersiz hissetmeye neden olur. Kendine olan güven eksikliği, çeşitli şekillerde ortaya çıkabilir: başkalarıyla karşılaştırma yaparken daha az başarılı olma duygusu, hata yaptığında kendinden şüphe etme, diğerlerinden farklı olduğu için utanma vb. gibi. Ancak unutmayın ki herkes kendine özgüdür ve hiçbir insan aynı değildir. Birinin zayıf yönleri olabilir ama güçlü yanları vardır. Önemli olan, kendi benzersizliğinizi benimsemenizdir. İşte bazı ipuçları: - Sizi neyin özel kıldığını düşünün ve o niteliklere odaklanın. - Başarılarınızı kutlayın ve başarılarınız hakkında düşündüğünüz kadar sık ​​düşünün. - Hatalarınızdan ders alın ve bunları büyüme fırsatları olarak kullanın. – İnsanların sizi nasıl algıladıklarına değil, kim olduğunuzun farkındalığının olması gerekir. - Fiziksel sağlığınıza özen göstererek genel refahınızı iyileştirin. - Zihinsel dayanıklılık geliştirmek için meditasyon yapmak gibi rahatlama tekniklerine başlayın. Umarım bu size yardımcı olur.","Endişelerinizi anlıyorum, detayları inceledim. Çok fazla endişelenmemenizi öneriyorum. Aşağılık kompleksi diye bir şey yok çünkü böyle bir terimi duymadım veya görmedim. Birisi sizi izliyorsa yazma hızınız düşer mi? Eğer öyleyse, o zaman sadece sizsinizdir. Başkalarının önünde konuşmaktan korkuyorsanız, kendinizi nasıl ifade edeceğinizi bilmiyorsunuz demektir ya da kendinize güvenmiyorsunuzdur. Her iki durumda da sorunlarınız vardır ama bunlar aşılabilir sorunlar değildir. Lütfen daha detaylı bilgi verin ki size uygun şekilde yardımcı olayım. Kendinize iyi bakın."
6631,"Merhaba doktor, şu anda hamilelik yaşı 36 hafta. Kadın doğum doktorum, bebeğin başının henüz leğene girmediklerini söyledi. Bu dar pelvis belirtileri olabilir mi, doktor? Nasıl üstesinden gelinir? Lütfen yardım edin, teşekkürler.","Doktorunuzdan bu bilgiyi almanızın sebebi nedir? Bebeklerin normalde 37-38 haftada dünyaya gelirken, bazı bebekler daha erken (32-35) ve diğerleri de geç (39-42) gelebilir. Dar pelvik yapısı, yani bireyin kalça kemiği ile sacrumu arasında çok az mesafe olan yapıya sahip olmasıdır. Bu durum, vajina veya rahim ağzında sıkışmaya neden olabileceğinden, bazen zorlu bir şekilde doğuma yol açabilir.","Pelvik darlık, vajinanın veya rahim ağzı açıklığının çok dar olduğu ve bu durumun bebeklerin geçmesine engel olabileceği bir durumdur. Pelvik darlığın kesin nedeni henüz bilinmemektedir ancak bazı faktörler arasında şunlar yer alabilir:Kadının daha önce vajinal yolla doğum yapmamış olması (primer)Daha önceki doğumlarda vajina yoluyla doğumun zorluğu (ikincil)Bazı genetik bozukluklar (örneğin, Down sendromu)Vajinayı etkileyen enfeksiyonlar (vulva kanseri gibi)"
17657,"Beyin damarlarında vaskülit ve iskemik neden kaynaklandığını ve ilk yapılacak teknik tahliller nelerdir, aynı zamanda vücutta herhangi bir probleme yol açar mı yardımcı olmanızı rica edecektim. Saygılarımla.",Vakulit olarak adlandırılan bu durum için öncelikle kardiyolojiye başvurmanız gerekir.,Vaskülitlerde tanı için MR anjiografi gerekebilir.
6631,"Merhaba doktor, şu anda hamilelik yaşı 36 hafta. Kadın doğum doktorum, bebeğin başının henüz leğene girmediklerini söyledi. Bu dar pelvis belirtileri olabilir mi, doktor? Nasıl üstesinden gelinir? Lütfen yardım edin, teşekkürler.","Sorunuz için teşekkür ederiz. Kansere dair herhangi bir belirtiniz veya ailenizde bu tür durumlar varsa, o zaman daha fazla araştırma yapmanız gerekebilir; ancak genel olarak bu çok yaygın bir durumdur ve çoğu durumda iyi huyludur. Ancak yine de bir doktor tarafından muayene edilmelisiniz. Ağız boşluğunun klinik değerlendirmesi ile birlikte bazı kan testleri (tam kan sayımı) yapılmalıdır. Eğer tüm bunlar normal çıkarsa, o kadar büyük değilse, o da geçecektir.","Hamilelik sırasında rahim genişlemesi genellikle 37 ila 40 haftalıkken gerçekleşir ve bu durum normal olarak kabul edilir çünkü bebek artık daha büyük hale gelir (yaklaşık 3 kg ağırlığındadır) ve annenin karın boşluğu da bebeği taşımak için yeterince geniştir. Ancak bazen anne adayında diğer faktörlerden dolayı rahmin büyümesi gecikebilir veya yetersiz kalabilir; örneğin annede diyabet varsa, plasenta previa mevcutsa ya da önceki gebeliklerde erken doğum öyküsü yaşanmış ise."
20577,"Merhaba, Babam 63 yaşında, 2012 Ağustos'unda ciddi bir kalp krizi geçirdi, mevcut durumu aşağıdaki gibidir: Koroner Arter Hastalığı: Sağ Ventrikülde Duvar Hareket Bozukluğu +, Anteriyor Duvar Miyokardiyal İnfarktüsü, Sol Ventrikül Fonksiyon Bozukluğu YOK YET / PAH / PIR / PENO. Normal Kapaklar EF: 30 Babamın tehlikeden uzak ve her zaman iyi sağlıkta olmasını istiyorum. Kalp durumunu iyileştirmek için yardıma ihtiyacım var. Lütfen yardım edin. Saygılarımla, Mallikarjuna","Sorunuz için teşekkür ederim. Bu durumda yapabileceğimiz tek şey, kalbinin daha fazla hasara karşı korunmasıdır. Bunun için şu adımları izlemelisiniz:1) Tuz tüketimi günde 6g'dan az olmalıdır (yemek pişirme sırasında eklenen tuz hariç).2) Düzenli olarak egzersiz yapmalı veya en azından günlük 20-25 dakika yürüyüşe çıkmalısınız.3) Kolesterol seviyenizin yüksek olması durumunda kolesterol düşürücü ilaçlara başlamanız gerekebilir.4) Eğer sigara içiyorsanız bırakmanız gerekir.5) Ağırlığınızı kontrol altında tutmaya çalışın.6) Kan basıncını düzenli olarak ölçün ve normal aralıkta olduğundan emin olun.7) Gerektiğinde kan şekerini de kontrol etmelisiniz.8) Bir doktor tarafından önerilirse, bazı antikoagülanların kullanılması da faydalı olabilir.9) Son olarak, bu tür hastalar için özel olarak tasarlanmış yeni bir ilacın deneme aşamasında olduğunu söylemek isterim; ancak henüz çok erken bir aşamada olduğu için bunu yalnızca deneyler tamamlandıktan sonra tartışabiliriz.","Babana kalbinin sağ tarafında (sağ ventrikül) duvar hareketinin bozulduğu ve anteriordaki miyokartın infarktı olduğu görüldü. Bu, koronary arter hastalığının bir sonucudur. Kardiyolog tarafından reçete edilen ilaçlara devam etmelisiniz. Dikkatli olun. Tansiyonu kontrol altında tutmak çok önemlidir. Ağırlık kaldırma gibi fiziksel aktiviteyi sınırlamak da gereklidir. Etkili egzersizler yapabilir; ancak bu sadece doktorunuzun gözetiminde yapılmalıdır."
8761,"Hayırlı günler doktor hanım, benim 14 aylık kızım var. Su çiçeği aşısını vurduracağım, 1 yaşından sonra vurduruluyor ama vurulma süresi var mı, 1 yaşından sonra istediğim zaman vurdurabilir miyim, süresi kısıtlı mı yani? Teşekkürler.",Bunu yapmıyorum ama bu konuda bilgi sahibim ve size yardım edebilirim.,Vakaların büyük bölümünde 6 aydan sonra aşı yapılıyor.
6631,"Merhaba doktor, şu anda hamilelik yaşı 36 hafta. Kadın doğum doktorum, bebeğin başının henüz leğene girmediklerini söyledi. Bu dar pelvis belirtileri olabilir mi, doktor? Nasıl üstesinden gelinir? Lütfen yardım edin, teşekkürler.","Doktorunuzdan bu bilgiyi almanızın sebebi nedir? Bebeklerin normalde 37-38 haftada dünyaya gelirken, bazı bebekler daha erken (32-35) ve diğerleri de geç (39-42) gelebilir. Dar pelvik yapısı, yani bireyin kalça kemiği ile sacrumu arasında çok az mesafe olan yapıya sahip olmasıdır. Bu durum, vajina veya rahim ağzında sıkışmaya neden olabileceğinden, bazen zorlu bir şekilde doğuma yol açabilir.","Hamilelik sırasında rahim genişlemesi genellikle 37 ila 40 haftalıkken gerçekleşir ve bu durum normal olarak kabul edilir çünkü bebek artık daha büyük hale gelir (yaklaşık 3 kg ağırlığındadır) ve annenin karın boşluğu da bebeği taşımak için yeterince geniştir. Ancak bazen anne adayında diğer faktörlerden dolayı rahmin büyümesi gecikebilir veya yetersiz kalabilir; örneğin annede diyabet varsa, plasenta previa mevcutsa ya da önceki gebeliklerde erken doğum öyküsü yaşanmış ise."
6836,İki yıl önce evlendim. Şimdi bebek planlıyoruz. Günlük beş ila yedi sigara içiyorum. Bebek hazırlığı yapmadan önce sperm analizi yaptırdım ve sperm aglütinasyonumun pozitif (baştan başa) olduğunu öğrendim. Sperm sayım 42 milyon. Aktif spermlerden daha fazla yavaş ilerleyen sperme sahibim. Doktorum durumun tedavi edilemez olduğunu söyledi. Lütfen bu durumun tedavi edilebilir olup olmadığını bana söyleyin. Lütfen bana yardım edin.,"Sorunuza baktım, sorununuzu anladım. Bu, aglutinin ile ilgili değil; bunun için herhangi bir test yok. Aklınızdaki şeylerden kurtulmanızı rica ederim. Aglutinin, erkeklerin %10'unda görülen bir durumdur. Birçoğu normal olarak doğar. İkincisi, aktive edilmiş hücreler, hareketli olanlardır. Hareketi olmayanlar da vardır. Üçüncüsü, her zaman aktif olmayabilirler. Dördüncüsüyse, bazıları çok hızlı olabilirken diğerleri biraz daha geç olabilir. Beşinci olarak, aktiviteyi ölçmek için kullanılan laboratuvar yöntemleri değişir. Yedincisidir ki, en azından 20-30 milyondan fazladır. Sonuncusu ise, eğer sizde varlıksal bir problem yoksa, o zaman size bir sorun yaratmaz.","Merhaba, Sorunuzu inceledikten sonra endişenizi anlıyorum. Semptomlarınıza ilişkin önerilen tedaviyi takip etmeniz gerekiyor. Bu nedenle, lütfen aşağıdaki ilaçları kullanın; 1) Günde iki kez 500 mg C vitamini 2) Geceleri bir adet Folik asit 5 mg 3) Her gece bir adet Koenzim Q10 100 mg 4) Bir ay boyunca günde üç kez D-Sitrat 1000 mg 5) İki hafta boyunca her gün bir adet Niasinamid 10 mg 6) Üç ay boyunca her sabah bir adet E Vitamini 800 IU 7) Yedi gün boyunca günde iki kez bir adet Bacopa Monnieri tozu 8) On gün boyunca geceleri bir kez bir tablet Triptofan Hidroklorür 9) On beş gün boyunca yemeklerden önce bir adet Omega-3 yağ asidi takviyesi 10) Onbeş gün boyunca kahvaltıdan önce bir kapsül çinko alın 11) On buçuk gün boyunca akşam yemeğinden sonra bir adet CoQ-10 al 12) On sekiz gün boyunca her gece bir kez Melanin al 13) On dokuz gün boyunca yatmadan önce bir kez Ginkgo Biloba al 14) On dokuzuncu günden itibaren on dört gün boyunca bir kez Amino asitler al 15) On yediden itibaren on altı gün boyunca günlük bir kez L-karnitin al 16) On yedi gün boyunca sabahları bir kez Bromelain al 17) Onsekiz gün boyunca geceleyin bir kez Zencefil al 18) Ondokuz gün boyunca öğleden sonraları bir kez Kalsiyum Pantotenat al 19) Ondört gün boyunca öğünlerden önce birer tane olmak üzere bir kez Stres azaltma hapı al 20) Onbirinci günden itibaren otuz gün boyunca cinsel ilişki sırasında prezervatif kullanmanızı tavsiye ederim."
11072,"Merhaba Doktor, iyi günler, düşük tansiyon sorunu yaşıyorum ve zayıf hissediyorum, her defasında ani olarak kalkıp oturduğumda etrafımın tamamen karardığını hissediyorum. MX3 kapsül/supplement benim için güvenli mi? Tansiyon ölçümü yaptırdım, 100/70 çıktı. Acılarıma çok yardımcı olacak nazik cevabınızı umuyorum.","MX3, kalsiyum, magnezyum ve potasyumu içerir. Bu üç elementin de vücutta önemli rolleri vardır. Kalsiyumdaki en büyük rol kemiklerin oluşmasıdır; Magnezyuma ise sinirler, kaslar ve kalp gibi organların düzgün çalışabilmesi için gereklidir. Potasyum da aynı şekilde kalbin normal işleyişine ve dolaşımı düzenleyen kanın akışına katkısı olduğu için önemlidir. Bu nedenle bu üç mineralin eksikliği, çeşitli hastalıklara yol açabilir. Düşük tansyonu olan biri için bu üç elemente sahip olmanın faydası olabilir. Ancak, bu elementleri almadan önce doktorunuza danışmanızı öneririm.","Sorunuzu inceledim ve endişenizi anlıyorum. Düşük kan basıncının birçok nedeni vardır; bunlar arasında yetersiz sıvı alımı, aşırı egzersiz veya fiziksel aktivite, bazı ilaçlar (örneğin beta blokerler), kronik hastalıklar (kronik kalp hastalıkları gibi) yer alıyor. Ancak sizin durumunuzda, bu belirtilerle karşı karşıya kaldığınızda ayağa kalktığınızda baş dönmesi hissi yaşadığınızı belirtmişsiniz. Bu nedenle, öncelikle ortostatik hipotansiyonu dışlamak önemlidir. Bunun için ayakta dururken kan basıncını kontrol etmeniz gerekiyor. Eğer kan basıncı düşerse, o zaman ortostatif hipotansyonunuz olabilir. Bununla birlikte, eğer kan basıncı normal ise, o halde başka nedenleri düşünmemiz gerekebilir."
18970,"Kepçe kulaklarım için KBB ve plastik cerraha gittim. Kulaklarım geriye yatınca bu kez kulak memesinin öne çıkması gibi bir durum var. Bunu plastik cerraha söylediğimde kulak memesini de hallederiz dedi. KBB uzmanı ise ona öyle bir şey yapamayız, tutmaz dedi. Sizce bu durumda bu iki uzmandan hangisine bu operasyonu yaptırmalıyım? KBB uzmanına mı, plastik cerraha mı?",Plastik cerrahinin daha uygun olduğunu düşünüyorum.,Hem kulağın hem de yüzün görünümünü değerlendirmek gerekir. Bu nedenle her ikisi tarafından da değerlendirilmeniz daha doğru olur.
19568,"Sanırım aşırı bir aşağılık kompleksim var. Bu problemi yenmek istiyorum. Pratikte söylemek gerekirse, bu sorunun 1) Herhangi biri beni izlerken düzgün yazamıyorum. Yazım çok yavaş ve yazım iyi görünmüyor 2) Yeni biriyle konuşamıyorum 3) Sahne korkum çok fazla.","Sorunuza baktığımda, düşük özgüvenin olduğunu görüyorum. Düşük öz saygıya sahip olmak, kişinin yeteneklerini veya değerini küçümsemesi anlamına gelir; bu da çoğu zaman kendini değersiz hissetmeye neden olur. Kendine olan güven eksikliği, çeşitli şekillerde ortaya çıkabilir: başkalarıyla karşılaştırma yaparken daha az başarılı olma duygusu, hata yaptığında kendinden şüphe etme, diğerlerinden farklı olduğu için utanma vb. gibi. Ancak unutmayın ki herkes kendine özgüdür ve hiçbir insan aynı değildir. Birinin zayıf yönleri olabilir ama güçlü yanları vardır. Önemli olan, kendi benzersizliğinizi benimsemenizdir. İşte bazı ipuçları: - Sizi neyin özel kıldığını düşünün ve o niteliklere odaklanın. - Başarılarınızı kutlayın ve başarılarınız hakkında düşündüğünüz kadar sık ​​düşünün. - Hatalarınızdan ders alın ve bunları büyüme fırsatları olarak kullanın. – İnsanların sizi nasıl algıladıklarına değil, kim olduğunuzun farkındalığının olması gerekir. - Fiziksel sağlığınıza özen göstererek genel refahınızı iyileştirin. - Zihinsel dayanıklılık geliştirmek için meditasyon yapmak gibi rahatlama tekniklerine başlayın. Umarım bu size yardımcı olur.","Sorunuza baktığımda, sosyal anksiyete ile ilgili olduğunu gördüm. Sosyal anksiyetede, insanları tanıma veya yeni insanlar tanımak için büyük bir istek vardır ama aynı zamanda bunu yaparken kendinizi kötü hissedersiniz. Kendini değersiz hisseder ve diğerleri tarafından reddedilme korkusuyla karşı karşıyasınız. Bu da size daha az güven verici hale gelir. Bu durum, sizden uzak duranların sayısını arttırmaya neden olur. Bu nedenle, her zaman yalnız kalırsınız. Yabancılara bakmak, onları tanıyarak başlamak en iyisidir. Biraz zor gelebilir ancak pratik yapmak, sizi rahatlatmaya yardımcı olacaktır. Başarısızlıkları kabul edin ve tekrar deneyin. Sizi motive eden şeylere odaklanın. İnsanlar sizinle ilgilenecektir."
